,MKT_RF,SMB,HML,WML
2021-07-31,-0.009783536776853737,-0.047280445593381494,-0.009728175204752144,-0.05332340874459383
2021-08-31,0.05015811227967878,-0.0391173752588584,0.020559626398253317,-0.07705028211590456
2021-09-30,-0.0052191925525036575,-0.04012011641655528,0.0009070082572955676,0.06089985611502294
2021-10-31,0.07083098169020301,-0.01852136085667073,0.022522784548563917,0.06375112570235007
2021-11-30,-0.020970902474066116,-0.009777601027211855,-0.02987096313009497,-0.024498262998500896
2021-12-31,0.020687634705657067,0.05734425971782332,-0.03481468619759718,0.08323654124137528
2022-01-31,0.06800355852601778,-0.016068442762966362,-0.025876560073619475,-0.08025193652981454
2022-02-28,-0.0010811347799175625,-0.0036632718138515474,0.02772167104981139,0.060746076149554726
2022-03-31,0.0782036675098447,-0.028075986539612966,-0.00817265216189798,-0.03634352800006396
2022-04-30,0.04328100095140924,0.020697601845594875,0.010066497266754683,0.027138136373245674
2022-05-31,-0.018690112495181755,0.0033961704885186084,0.00593795399375259,-0.0024242748527759355
2022-06-30,0.0404018124151846,-0.044088912474101655,-0.04134595794180892,0.020744358809330246
2022-07-31,0.08995090348227976,0.02825402525451098,0.032705127985242714,-0.06599837425546912
2022-08-31,-0.002051538941946932,0.030423399694482902,0.0039323104848182295,0.03136115810450655
2022-09-30,-0.03474583610234491,0.013421665102336128,0.04635655698196052,0.033674796013856714
2022-10-31,0.009233023813900147,-0.05386389322369671,-0.01871931980440676,-0.006297083881694473
2022-11-30,-0.003056002640047907,0.03373386108368962,0.051507563716866434,0.025031826078322987
2022-12-31,0.045425105698775975,0.0007069521142981979,0.04185457243679736,-0.006141378132039172
2023-01-31,-0.04354267060359494,0.043384167671750365,0.006381959854415374,0.013376445638339597
2023-02-28,-0.00361243982703327,-0.026607736389423542,0.0159669912136819,-0.11552167508843439
2023-03-31,-0.005799958902800272,-0.012885313507937347,-0.025773306608010072,-0.025511322006919263
2023-04-30,-0.05965683480515538,0.017937843752984427,-0.03593034485472209,0.03383960866112451
2023-05-31,0.04035344740661163,0.04909412870478583,0.004364232331942204,-0.10591189564900896
2023-06-30,-0.006539462173765644,7.860754654103819e-05,0.03968193219199395,0.020438545947299866
2023-07-31,-0.0738129574697616,-0.02205129460029211,-0.037165617119616905,0.031145832009481116
2023-08-31,-0.008539395190274949,0.008190255078258778,-0.002017621902684765,0.019644258132341986
2023-09-30,-0.006957523390551594,0.03430916878186595,0.0073242654178989,0.008547609063038093
2023-10-31,0.03462292094019438,0.01392409928450259,0.011932129446533596,0.030028075614270094
2023-11-30,0.003075045900073219,0.0021381666532822546,0.007334588357895827,-0.014475148306166408
2023-12-31,0.09657653899319359,-0.025626604644296398,-0.0133019712135407,0.010391231196060988
