N,Time,MKT_RF,SMB,HML,WML
10,2021-01-31,0.03147535977017372,0.01834016462583077,0.025766123679654158,0.011445498397833464
10,2021-02-28,0.015906355757755102,0.0023348130575990503,0.004917565265279251,0.0006563106132279429
10,2021-03-31,-0.0051455409967959866,-0.015952521250020054,-0.0030924674422574947,0.008480127495386052
10,2021-04-30,0.022423454860178008,-0.032142714488010746,0.01855797380138268,-0.0009954416728811066
10,2021-05-31,0.016118592624261654,-0.024652484854597083,-0.013457850921040354,0.0002677628460948908
10,2021-06-30,-0.013602863183965948,0.025194025081772747,-0.011497273580252014,0.005221813156221897
10,2021-07-31,-0.007030430643412664,-0.021492687938678482,-0.011146399343278442,-0.005696828259077461
10,2021-08-31,0.021632840650807977,-0.022468920654051365,0.0156657573675267,-0.00597106957636478
10,2021-09-30,0.0005861331648047991,-0.013489459308410473,-0.0007474408205632533,0.00046239621878937893
10,2021-10-31,0.025181012645284273,-0.007388048686852377,0.01768110134006084,0.010339247489495018
10,2021-11-30,-0.015472347248411504,-0.0019426732902077313,-0.026790695610061095,0.005645655951759878
10,2021-12-31,0.025963606213926474,0.02458080160677947,-0.0023230595177245717,0.004458856202489327
10,2022-01-31,0.021108286816648877,-0.010616631232771163,-0.008891946640090234,0.0016948033488355231
10,2022-02-28,0.002829890322839764,0.005782149433693917,0.01148134706525459,0.006107590313823798
10,2022-03-31,0.03283902381904344,-0.016360786053411017,-0.0020233027586887774,0.004962936444316148
10,2022-04-30,0.014043452069085355,0.035627080522697654,-0.00618019317587687,0.010701936944607861
10,2022-05-31,-0.019713283295272357,0.011298948925403752,-0.0067922312679273645,0.002976520871593463
10,2022-06-30,0.02116590856306129,-0.02141300712446524,-0.019476524169044246,0.003230017887170454
10,2022-07-31,0.0506005224624253,0.015689130927983953,0.015919187819819356,0.0031229721034189938
10,2022-08-31,0.0024348686758387528,0.030979819941939293,-0.009539815381842462,0.007489181983310492
10,2022-09-30,-0.011247573206630349,0.009038264115324863,0.013045626441212738,0.001505934155685685
10,2022-10-31,0.003606057990906323,-0.025798566424983745,-0.006642066894926196,-0.006750731117329445
10,2022-11-30,0.01237074858872186,0.019929245959838894,0.013980450031074851,0.0036695220776224073
10,2022-12-31,0.030350537791286977,0.004509076405533186,0.008586642088659504,-0.003965582888869346
10,2023-01-31,-0.015444119681523209,0.023045492404737886,0.001222223550101808,-0.003885210823549224
10,2023-02-28,-0.023491220468375314,-0.012184665984098165,0.00039823629085308955,-0.00529628123414475
10,2023-03-31,-0.0003413974247396711,-0.008838844430621346,-0.013702656378407568,-0.0028885814883221274
10,2023-04-30,-0.04407301388895229,0.015913877230719575,-0.001398839754632577,0.0052015139089294235
10,2023-05-31,0.013096873240041839,0.02733356004821872,0.01096672644287443,-0.0032153154917642485
10,2023-06-30,-0.002414738486718976,0.0008569514645025949,0.012792683895717496,0.005892449204521018
10,2023-07-31,-0.04195689198597383,-0.021493123624144357,-0.012897837794634548,0.0028983506945373712
10,2023-08-31,-0.004153639441196505,0.009787487239676061,0.006732857462899904,0.001959192625752908
10,2023-09-30,0.0001337989840106839,0.028357071537972574,0.004448692458397169,-0.0018774545626643756
10,2023-10-31,0.019198804813666967,0.002828198024688656,0.0061602561396435634,0.0037325396208272963
10,2023-11-30,-0.006511597784307457,0.0038750366800096047,0.00477897087854627,-0.002670167814963845
10,2023-12-31,0.06078828651384652,-0.018472149040254737,-0.004557429919954762,0.0028324313716238275
15,2017-01-31,-0.028157620433172013,0.010708485309019399,0.030507687352517455,0.005786667387263872
15,2017-02-28,0.016496130503038137,5.178879720957802e-05,0.0004385962385047007,7.893355891859703e-05
15,2017-03-31,0.04192706542211681,-0.03455844286989925,-0.020964079852256467,0.0076857417826669515
15,2017-04-30,0.030784807241531424,-0.008980310127110485,-0.007893846907187375,0.0007893043190214289
15,2017-05-31,-0.017668665526077626,0.028879910383938938,-5.9647998102253285e-05,0.007838811340833859
15,2017-06-30,-0.028181315257055615,-0.004199886769346482,-0.005056354186140457,-0.004937101648889451
15,2017-07-31,0.0245322460423742,-0.018246206584019403,-0.01559374160054252,-0.002401338772536605
15,2017-08-31,-0.0006781614345080174,0.007617922906435993,0.010409948980530206,-0.0002195255032293848
15,2017-09-30,0.014766163168794751,-0.011964555936962306,0.0038854899163074243,0.0041000983007398305
15,2017-10-31,0.010752528443104398,0.004870588071251048,-0.002122892063033024,0.004003171610591934
15,2017-11-30,0.004521848567920195,0.006647544047161778,0.003216978873372059,0.0014221047349970244
15,2017-12-31,0.05473841524191376,-0.01639712236824306,0.005222965844454232,0.011593883236182939
15,2018-01-31,-0.0021182189832961557,0.018299602789766552,0.016896274072775205,0.003695252015969853
15,2018-02-28,0.006464729121018045,-0.01297094558108234,-0.008514798431009895,0.0021960928896665984
15,2018-03-31,0.007733109877229489,-0.02409383272665486,0.0006574806712923546,0.0007338532529548435
15,2018-04-30,-0.014985628655011152,-0.018841895210390952,0.02162408392373876,0.007934567126667118
15,2018-05-31,0.0223236698536983,-0.01608850040505682,0.009470182470007433,-0.0012117307047476453
15,2018-06-30,-0.01025756650627651,0.005677249579431748,0.015000608184239317,0.0032266547462328956
15,2018-07-31,0.00807647340743969,-0.010262601485168025,-0.006248581518607509,0.002169201960344386
15,2018-08-31,-0.0017676337395825907,0.015727078285444843,0.0004529222100827471,0.009710602529340641
15,2018-09-30,0.029709451407968337,0.005340025902000621,-0.030785972303503936,-0.0007630146901986101
15,2018-10-31,0.013281816011953777,-0.013223426387254208,-0.0014331467306722657,0.007829172713007145
15,2018-11-30,-0.016436598383755337,0.0162699117351631,-0.00191110588495269,-0.0023121681253584804
15,2018-12-31,-0.020775510303923005,0.026166105116188474,-0.0035014314638133707,-0.00221209272720305
15,2019-01-31,0.024263117844560148,-0.007430662236932455,0.029589342562109558,0.0021807689655863804
15,2019-02-28,-0.0019051587696158178,0.0034114988961531693,-0.0035068807766617644,-0.0061928364878366116
15,2019-03-31,-0.03069742732929542,-0.03018638652469723,-0.013570836976644523,-0.005082744100945035
15,2019-04-30,-0.010652736379387155,0.005640847700476222,0.008961354617160003,-0.005233626617804315
15,2019-05-31,0.04341809281960679,-0.0062286119450982265,0.0027917213446596754,-0.002957269357378642
15,2019-06-30,-0.051549251140952074,0.005925557538539811,0.013377680972714485,0.008987842362413711
15,2019-07-31,-0.010724035801965792,-0.007107586762324681,0.007805621679292008,-0.003450128579120034
15,2019-08-31,0.0009284510992081361,0.0031022220226437323,0.007245595366076943,-0.00813860688114045
15,2019-09-30,-0.018969104398718146,0.03063435431262964,-0.019217242529092234,0.0007395176473756207
15,2019-10-31,-0.02256772615789836,-0.008151485318444531,0.0063915803096095914,-0.005121655632000396
15,2019-11-30,-0.02146457210119255,-0.01078901379124617,-0.01223754264441228,-0.006825771956955517
15,2019-12-31,-0.0019083136580072973,-0.02686464873301434,0.0042324529893497855,0.0010598579733010376
15,2020-01-31,0.0031222308976325145,-0.0052196248738722514,-0.010928885395977635,-0.005552503816145306
15,2020-02-29,-0.00935122420154509,0.013626242752232218,0.003795461781001357,-0.0028704894060262213
15,2020-03-31,-0.021899902374994885,-0.01960325572974402,0.004906225169744224,-0.012165230385462154
15,2020-04-30,0.01639361391892254,-0.009482350236387197,-0.01094996474451225,0.0063439852887787855
15,2020-05-31,-0.01854454115576556,-0.004051643563171676,0.003741922683947455,-0.004965568840920581
15,2020-06-30,0.019745007620831465,0.01535903568634141,0.0069422850728779704,-0.007845451607458188
15,2020-07-31,-0.022555477348802977,0.01031713034161899,0.013735059525586613,0.007541334937945614
15,2020-08-31,0.006566781150755478,0.00043411707635474103,-0.010472507300502299,0.011572781588043061
15,2020-09-30,0.02072198042002579,-0.002427200510263006,0.0019479252279020073,0.003377129225911363
15,2020-10-31,-0.018253465207332037,0.0128211951971245,0.00714166088382141,0.005972638206693089
15,2020-11-30,-0.03466826352249593,0.016112152596585928,0.005752548174886655,0.00447909828984722
15,2020-12-31,0.029330593723205147,-0.02866731745722981,0.019351613529996564,-0.011345259278354067
15,2021-01-31,0.03693754517506627,0.016644481877648155,0.021101525769138475,0.008000657163360299
15,2021-02-28,0.015916896476270873,0.0035023803868026535,0.005029349778832141,0.0009818947146217685
15,2021-03-31,-0.006524737159204035,-0.014474902700890436,-0.002956156040936343,0.009109566850539126
15,2021-04-30,0.024957445974875002,-0.02921455379403494,0.01800396270355137,-0.004281245128250961
15,2021-05-31,0.015067177481318467,-0.022893530188232553,-0.012177668726183904,0.000818979932138319
15,2021-06-30,-0.014810048657777311,0.027524691105460197,-0.011137203889211657,0.006401104322420344
15,2021-07-31,-0.005248260355148009,-0.021823359597425984,-0.0075489159270327125,-0.008415457267346972
15,2021-08-31,0.024156311478349082,-0.020610907137797126,0.012575641132522406,-0.009115590705755627
15,2021-09-30,0.005047816962207668,-0.011918453705867471,0.0005593592377872753,-0.004275180218146771
15,2021-10-31,0.025090346126430785,-0.009163625287979723,0.015892032281614767,0.011407447394988179
15,2021-11-30,-0.015341348802314034,0.00044691911388963914,-0.02465723956333848,0.004101924214760196
15,2021-12-31,0.027059263671862045,0.024822115350955593,-0.0062111363627064455,0.002208748503992372
15,2022-01-31,0.0241538298229433,-0.009827022772255094,-0.008564194885233875,0.0002384989435433718
15,2022-02-28,-0.00011857877162856667,0.005245623656105387,0.013873705403116155,0.0068738432645397704
15,2022-03-31,0.032876515867203866,-0.01767104588956508,-0.003102613027890355,0.005243004011400581
15,2022-04-30,0.015545623590444785,0.031104704188489783,-0.0060269506136799,0.009286801152277906
15,2022-05-31,-0.017719785467514758,0.011381999617895667,-0.00680455187627646,0.000516187672314442
15,2022-06-30,0.02141552551487503,-0.022448030059163616,-0.017372110686988053,0.00258433231216223
15,2022-07-31,0.04699208417894436,0.013023293657328952,0.01740168359557931,0.0029630986998554465
15,2022-08-31,0.006176399433197584,0.031218358872855394,-0.007105497083667064,0.0037336706461418537
15,2022-09-30,-0.009885010428223312,0.008824700739347014,0.011203260656346527,0.001251789574928463
15,2022-10-31,0.0017002728935807284,-0.02456412624246218,-0.0036335412637497704,-0.004892863730255054
15,2022-11-30,0.012356162722183449,0.01593389224595939,0.016186304757513696,0.001934310682467623
15,2022-12-31,0.030653930234490298,0.004511242666125278,0.008191000721131188,-0.0037142648564380074
15,2023-01-31,-0.015972581103365344,0.02324623605122285,0.0026889686499434276,-0.002272261992319916
15,2023-02-28,-0.022614738749035367,-0.012793387163267117,0.0016590405238563917,-0.00749803236766278
15,2023-03-31,0.001722301302909194,-0.009797425939642588,-0.014056959852146026,-0.004779107438578486
15,2023-04-30,-0.04412915150355006,0.016525567588746553,-0.0026652212326057456,0.005070926442650522
15,2023-05-31,0.014407422436633963,0.024928551979424046,0.010758919881859287,-0.004704470890103861
15,2023-06-30,-0.0023926195687559147,0.001905856765722867,0.01460160373964318,0.005443929623716131
15,2023-07-31,-0.03957742533916969,-0.021107322515955183,-0.011453205323715635,0.0020599227159480158
15,2023-08-31,-0.0026415504163209026,0.0079001280009134,0.004192980651136154,3.330966808887847e-05
15,2023-09-30,0.00032086140999183294,0.026283097468188195,0.002791540820402842,-0.0005386142522058979
15,2023-10-31,0.016480923094622513,1.993000103697787e-05,0.00721592721479334,0.0029592534516391694
15,2023-11-30,-0.007439837415920448,0.002562231275580127,0.00046069210185117264,-0.0011444629262103623
15,2023-12-31,0.05618065013334088,-0.014500274407106693,-0.0027716215250897943,0.0015884599453193505
20,2017-01-31,-0.024848920828114813,0.00985003027325291,0.027469010594658012,0.0053125562568662665
20,2017-02-28,0.014369178097314382,0.00038754603531379676,0.0002010928277763435,-6.601210817536433e-05
20,2017-03-31,0.036649306124672584,-0.03186804250132415,-0.01897249890513578,0.0066497189319857306
20,2017-04-30,0.024281823740464253,-0.0058431082236096174,-0.007388412122863142,0.003618176346157868
20,2017-05-31,-0.015416426874714496,0.024582977483113833,-0.0006927828469558712,0.006505222807399426
20,2017-06-30,-0.024667642479218602,-0.0036377469338263234,-0.006440357515548501,-0.0047794896837281544
20,2017-07-31,0.02349193140630359,-0.019858766888049894,-0.015931829467886918,-0.003263470420207129
20,2017-08-31,-0.002095575464474254,0.008750629465011688,0.009798072494126519,0.0006580370971016477
20,2017-09-30,0.014186018609979941,-0.010968960193057431,0.0022121872379885082,0.00310642835977727
20,2017-10-31,0.010946355435547835,0.0052335428493943,-0.002237471547149265,0.00210661069706472
20,2017-11-30,0.005037079812241825,0.0048627568583275264,0.0023209558849611235,0.0011617154099102054
20,2017-12-31,0.05023088011635191,-0.0150123102948734,0.004817944220587881,0.00996705101419929
20,2018-01-31,-0.001397144099831235,0.014995488880816577,0.014016404451366166,0.0028236939664735587
20,2018-02-28,0.005994071958051716,-0.011639451868806517,-0.007627181979948123,0.0011993981459225457
20,2018-03-31,0.007998443103926764,-0.02324355662695283,-0.0007932188187696753,-0.00032281808035484544
20,2018-04-30,-0.012608069460564744,-0.018167419874158687,0.018056876114094893,0.0060559181581207105
20,2018-05-31,0.019729509683204093,-0.01488395957308842,0.00967310293563517,-0.00011700046907174996
20,2018-06-30,-0.009887391548356545,0.0057321817874938005,0.01517593682785123,0.003718874506431914
20,2018-07-31,0.006757194756748593,-0.009253815072154968,-0.0058976733987623495,0.0022765842224560275
20,2018-08-31,-0.0009434654577930133,0.013575812645065959,-0.0004971205483689028,0.008633181983084633
20,2018-09-30,0.024626424241140872,0.005757178726535519,-0.029382987442079955,0.001292728473201752
20,2018-10-31,0.011915537076265149,-0.012188468589536082,-0.000659203260451968,0.007226259150128415
20,2018-11-30,-0.015480358382411326,0.015586250481087669,-0.0013406270092415798,-0.0011146026084660155
20,2018-12-31,-0.01916770472192239,0.022690472865569706,-0.000954613965157585,-0.0010097095170950611
20,2019-01-31,0.021470669769696325,-0.004987194922888093,0.02721569889252482,0.002661529823279079
20,2019-02-28,-0.0020012375253654095,0.0042300891837398075,-0.002614184941785448,-0.0052273396010624916
20,2019-03-31,-0.027117421751341624,-0.02563824819929855,-0.013381573572292055,-0.00500433761414033
20,2019-04-30,-0.00919070579706679,0.004872053036992264,0.0072249078320278355,-0.004814743102402773
20,2019-05-31,0.042289166533059024,-0.005414633644749658,0.0005918781351954383,-0.005482957575510286
20,2019-06-30,-0.04806615152147764,0.00612120335212197,0.01188825458664251,0.009753000009572028
20,2019-07-31,-0.009654571257004942,-0.007493908390083572,0.005973187605809983,-0.0023321952160484526
20,2019-08-31,0.0005279616964249656,0.0033911866176066633,0.006857677166191639,-0.007315779353883427
20,2019-09-30,-0.015537766664068711,0.027506729999497284,-0.01798736636244648,-0.0017424669853043034
20,2019-10-31,-0.019344948577300153,-0.007550754073175682,0.00612123323964622,-0.0050679776327863645
20,2019-11-30,-0.020905429182446266,-0.00954338569612316,-0.010956302231935205,-0.00511112181157535
20,2019-12-31,-0.0031415198585001383,-0.02787054289146737,0.0022085488616171533,0.002452635889248997
20,2020-01-31,0.003126778342238944,-0.004386218645268789,-0.008879254059893796,-0.005569696998487788
20,2020-02-29,-0.00829990993133768,0.010369493156828242,0.0016008647321329081,-0.0027973046567500493
20,2020-03-31,-0.017978797870849387,-0.017478383328302663,0.003501905545332008,-0.013063705903848663
20,2020-04-30,0.012801204576354808,-0.007399512856066868,-0.009138712198513102,0.007362307137971245
20,2020-05-31,-0.016422736202139746,-0.00353837136626008,0.0029927351660311305,-0.004738073932807385
20,2020-06-30,0.017020447894158422,0.013462027783662444,0.0059108182899920226,-0.006818224926987402
20,2020-07-31,-0.01901121029068523,0.009140361797013306,0.013101860314926455,0.005001034405864303
20,2020-08-31,0.005530017891041663,-0.0009385900423496155,-0.00887500025954421,0.01058017780025434
20,2020-09-30,0.01854736328009085,-0.002523064930395122,0.003177050760865624,0.0029033886803402124
20,2020-10-31,-0.019449852073738057,0.011060410165150998,0.0060751816043494705,0.008087584163712936
20,2020-11-30,-0.03017665307207776,0.013144204436039598,0.004134066333148786,0.0023461843777839667
20,2020-12-31,0.027287082469665543,-0.026301073495910376,0.01659074197549311,-0.010874272415171629
20,2021-01-31,0.033074162729591836,0.01559708059988049,0.01683784789141317,0.007539768093924771
20,2021-02-28,0.013599057482952205,0.004327353329630333,0.00636860375374429,0.001829657372918943
20,2021-03-31,-0.005265049839113394,-0.013593071936324815,-0.002844692407951912,0.008112104497409064
20,2021-04-30,0.022497005251192616,-0.027077652538527966,0.01515062416218561,-0.004224250390711233
20,2021-05-31,0.013196912407338328,-0.019868108557775644,-0.009471434291375867,0.001035170378182264
20,2021-06-30,-0.013891852633622958,0.023608665399911827,-0.008516535839633833,0.005876757888254613
20,2021-07-31,-0.006948166910205702,-0.019341677207567336,-0.0054677368372753506,-0.006100283515075645
20,2021-08-31,0.022589303178929876,-0.01900172240275584,0.009473874491696664,-0.009382592533094517
20,2021-09-30,0.0019194875518587652,-0.011666690176121328,0.000730070550949446,-0.0015088668975803152
20,2021-10-31,0.021306439196064706,-0.008168910246628134,0.014600860220515127,0.011748492771582277
20,2021-11-30,-0.014210354569721006,-7.022762448429979e-05,-0.02278498989192881,0.0042741210405453705
20,2021-12-31,0.025384544480751392,0.02102203989150831,-0.005539483339285898,0.0019570775752132405
20,2022-01-31,0.019837180984337236,-0.009558375679315358,-0.008773816114487944,0.0029241770054904055
20,2022-02-28,0.0021478603563651077,0.004192763860457161,0.014847814477865482,0.0038143298887993453
20,2022-03-31,0.030177970550755124,-0.016440045085287763,-0.003054856377300632,0.004360206278274148
20,2022-04-30,0.013478666032933535,0.028189515882255517,-0.004262146097356546,0.00933535048248253
20,2022-05-31,-0.017006093443440444,0.011908802225266635,-0.007097423179290116,0.0015229653888740844
20,2022-06-30,0.019910192548019,-0.019935597523628033,-0.01560123714682501,0.0014186560896863678
20,2022-07-31,0.03969918456038519,0.013242055323789742,0.01681729115402875,0.003323543519968138
20,2022-08-31,0.005395742174154469,0.02990376597183042,-0.005791506536820197,0.002908591003681783
20,2022-09-30,-0.008591314287221336,0.008336447600517693,0.011707735934047543,0.0013070973208132084
20,2022-10-31,0.00047316374833088177,-0.022440747910366904,-0.004264611177582734,-0.004102525219353631
20,2022-11-30,0.01098787194238295,0.012125074520990972,0.015351130345431622,0.0021316094819606754
20,2022-12-31,0.027291028358698514,0.0016399883772148858,0.006309526873772151,-0.002207032706354576
20,2023-01-31,-0.01382934441331231,0.020552375065872597,0.00260162439827178,-0.002904667384918085
20,2023-02-28,-0.02281145658362398,-0.01130951433661743,-9.393253314656441e-05,-0.004555861103600323
20,2023-03-31,0.002383556128192317,-0.00997523096417595,-0.012633201457488146,-0.004855724566139285
20,2023-04-30,-0.03936621155078699,0.0143014239029922,-0.003696968225378316,0.00449608654365608
20,2023-05-31,0.011383049368324927,0.023476459469092655,0.008911520366869348,-0.0030672073166836482
20,2023-06-30,-0.002254961071198661,0.0007520968451415837,0.012479536278925299,0.0053311986351716285
20,2023-07-31,-0.036194777963293616,-0.01945713659586507,-0.008927303027835785,0.0020326181447760058
20,2023-08-31,-0.001279890196401638,0.007496439915656445,0.0042925298308813765,-0.0011313135425014165
20,2023-09-30,0.0009721282195357844,0.02322860833629957,0.001862823240982569,-0.0002879736864494012
20,2023-10-31,0.016638637343118115,0.000870185309260568,0.007925382964745148,0.0014219433092791842
20,2023-11-30,-0.006164259857097494,0.00028898365706585337,-0.0001772964402828063,-0.001473016061726263
20,2023-12-31,0.05276214725633773,-0.014375056958168457,-0.0028963702389112242,0.0006778670846651018
25,2017-01-31,-0.022292058381040453,0.009126172763195745,0.023009676725899212,0.00629781752813163
25,2017-02-28,0.011396569244604448,-2.3588977610248134e-05,0.0007635957380191066,0.0004315761230822489
25,2017-03-31,0.03289509962504297,-0.027461886478500147,-0.016059448431637768,0.0051396059815031715
25,2017-04-30,0.020473719988768187,-0.005616002737416704,-0.008482322131207958,0.003448836042021203
25,2017-05-31,-0.013088898337791534,0.019895295571701038,-0.0011463411278058331,0.005306231810638356
25,2017-06-30,-0.022147127088725068,-0.001657397288797653,-0.0053772930025650575,-0.004005039618966103
25,2017-07-31,0.020039971076014934,-0.017234831941973634,-0.013895118061975045,-0.0018185454117866375
25,2017-08-31,-0.0017212577223018129,0.006975195418160371,0.008098480111466118,0.0002497745534827086
25,2017-09-30,0.013472591311669183,-0.009392514112804352,0.0014625287429230792,0.002152842805572229
25,2017-10-31,0.009455541807549785,0.004768339594529838,-0.0018809357629851124,0.0017656025804251723
25,2017-11-30,0.005230630562015257,0.004063766669617909,0.002489230739410506,0.0007521024180626132
25,2017-12-31,0.04305053309545585,-0.0132297271715999,0.004598565654404371,0.009222626025853702
25,2018-01-31,-0.001999543070954009,0.012447009809503152,0.011535456672050881,0.002643589029691153
25,2018-02-28,0.0040615517581374045,-0.010058960952863343,-0.007152022284950213,0.0018021716218012136
25,2018-03-31,0.007366600150381433,-0.01973339795619798,-0.0013428249312570795,-0.0013914716706298518
25,2018-04-30,-0.009685742647037936,-0.015975323965221923,0.013485393331469643,0.004292623200169229
25,2018-05-31,0.017386171440338955,-0.013225800618941337,0.008110645528763349,-0.0006601576304465718
25,2018-06-30,-0.008553772362380616,0.004704052021766032,0.01269783807622452,0.0030958830681881767
25,2018-07-31,0.006587191203928295,-0.008063979779619632,-0.005958856961489409,0.0011724274744089182
25,2018-08-31,-0.0010240426541838206,0.011209221178844573,-0.000650768252586062,0.00784458021277115
25,2018-09-30,0.020513706834735558,0.005292817843068224,-0.024732879201324973,0.0015610327053610438
25,2018-10-31,0.010706961964724667,-0.011191672203089585,0.0005038750667695665,0.005908086377622118
25,2018-11-30,-0.011448038938638341,0.01109578995527044,-0.00044166574931126966,-0.002816942373113901
25,2018-12-31,-0.01691413558635828,0.01795158525581398,-4.216999796367628e-05,8.557790794921071e-05
25,2019-01-31,0.018520799775609973,-0.003117439015995414,0.024700801741551842,0.002158289896627449
25,2019-02-28,-0.0016042572627270892,0.005599331838421971,-0.002926093184358177,-0.004233281435627528
25,2019-03-31,-0.023192220446157204,-0.020007904175844162,-0.010478276501336916,-0.003231622600830764
25,2019-04-30,-0.007786199721530952,0.0041814911079054015,0.005667791095738442,-0.004229410945913085
25,2019-05-31,0.03794199886228224,-0.005081760855034071,-0.0006376349302641841,-0.006208327120765164
25,2019-06-30,-0.041033728231210986,0.00679387308146566,0.011645720199535876,0.008772288344756773
25,2019-07-31,-0.008317907475064836,-0.006983163060817485,0.004055937447458122,-0.0009981992027165072
25,2019-08-31,0.0003884887749651886,0.003971125073396855,0.005903932899526089,-0.006766202289703174
25,2019-09-30,-0.011067795364238856,0.0225212922248487,-0.01558362574810798,-0.0044342835624161005
25,2019-10-31,-0.01482873922856281,-0.006871736678865017,0.004258303264580618,-0.004553920549050172
25,2019-11-30,-0.018137301228970906,-0.007848160574528891,-0.009184872278779376,-0.004253581741367376
25,2019-12-31,-0.0034698191296766933,-0.025515495499302997,0.0007993124565465404,0.0032236808668993835
25,2020-01-31,0.002076780778222265,-0.0038166347566492664,-0.006503670067063475,-0.004327682014420123
25,2020-02-29,-0.004793468740246525,0.007927931600029853,-0.0011721866695620202,-0.004067982081311423
25,2020-03-31,-0.014684843626185677,-0.014329804334164836,0.0007371863415195711,-0.01083430992445783
25,2020-04-30,0.008750757594363633,-0.005998997420199583,-0.008334378003943568,0.007967226017066505
